Date,Open,High,Low,Close,Adj Close,Volume
2012-07-10,509.500000,511.559998,504.760010,504.760010,504.760010,0
2012-07-11,503.100006,503.829987,500.700012,503.799988,503.799988,0
2012-07-12,504.359985,507.510010,499.350006,507.000000,507.000000,0
2012-07-13,506.019989,512.090027,506.019989,511.399994,511.399994,0
2012-07-16,512.739990,514.919983,511.540009,514.510010,514.510010,0
2012-07-17,513.940002,519.710022,511.839996,519.669983,519.669983,0
2012-07-18,518.820007,518.820007,513.090027,513.650024,513.650024,0
2012-07-19,514.219971,514.719971,506.220001,506.980011,506.980011,0
2012-07-20,509.390015,509.390015,504.940002,506.350006,506.350006,0
2012-07-23,506.859985,506.859985,500.649994,503.519989,503.519989,0
2012-07-24,503.519989,505.269989,500.029999,500.799988,500.799988,0
2012-07-25,501.390015,503.739990,498.799988,502.359985,502.359985,0
2012-07-26,501.470001,509.910004,501.470001,503.540009,503.540009,0
2012-07-27,505.929993,514.900024,505.929993,511.910004,511.910004,0
2012-07-30,511.839996,515.250000,511.339996,513.419983,513.419983,0
2012-07-31,513.099976,514.159973,511.059998,511.839996,511.839996,0
2012-08-01,512.859985,518.179993,511.709991,511.750000,511.750000,0
2012-08-02,510.700012,510.700012,506.279999,507.760010,507.760010,0
2012-08-03,511.250000,517.419983,511.250000,516.659973,516.659973,0
2012-08-06,515.929993,518.219971,515.419983,515.989990,515.989990,0
2012-08-07,514.650024,515.320007,508.839996,509.640015,509.640015,0
2012-08-08,508.779999,508.779999,503.519989,503.640015,503.640015,0
2012-08-09,504.640015,506.600006,502.859985,503.760010,503.760010,0
2012-08-10,503.100006,503.820007,502.040009,502.700012,502.700012,0
2012-08-13,503.829987,504.739990,501.320007,503.119995,503.119995,0
2012-08-14,503.820007,505.649994,503.339996,503.940002,503.940002,0
2012-08-15,503.309998,505.970001,502.700012,504.140015,504.140015,0
2012-08-16,505.200012,507.149994,502.809998,506.799988,506.799988,0
2012-08-17,508.440002,508.579987,506.970001,508.339996,508.339996,0
2012-08-20,509.250000,509.250000,504.959991,506.480011,506.480011,0
2012-08-21,507.790009,510.029999,507.790009,508.649994,508.649994,0
2012-08-22,507.989990,507.989990,503.000000,506.390015,506.390015,0
2012-08-23,507.899994,507.929993,504.989990,506.230011,506.230011,0
2012-08-24,506.029999,508.019989,504.299988,507.609985,507.609985,0
2012-08-28,509.649994,511.410004,507.079987,510.739990,510.739990,0
2012-08-29,511.140015,512.539978,510.220001,512.150024,512.150024,0
2012-08-30,511.570007,511.570007,508.640015,510.660004,510.660004,0
2012-08-31,510.670013,512.830017,508.130005,510.049988,510.049988,0
2012-09-03,511.989990,511.989990,511.989990,511.989990,511.989990,0
2012-09-04,511.989990,515.109985,508.480011,514.940002,514.940002,0
2012-09-05,515.830017,516.359985,512.609985,513.130005,513.130005,0
2012-09-06,514.919983,519.500000,514.919983,519.070007,519.070007,0
2012-09-07,519.450012,521.250000,518.770020,520.580017,520.580017,0
2012-09-10,519.909973,519.909973,515.539978,516.599976,516.599976,0
2012-09-11,515.599976,517.309998,514.789978,517.289978,517.289978,0
2012-09-12,517.510010,519.159973,516.549988,518.409973,518.409973,0
2012-09-13,518.609985,525.969971,518.400024,525.109985,525.109985,0
2012-09-14,525.400024,531.210022,525.400024,529.849976,529.849976,0
2012-09-17,527.619995,529.919983,526.250000,526.280029,526.280029,0
2012-09-18,525.799988,525.799988,519.659973,520.530029,520.530029,0
2012-09-19,520.969971,521.520020,519.219971,519.710022,519.710022,0
2012-09-20,518.169983,518.169983,509.760010,510.660004,510.660004,0
2012-09-21,511.130005,513.010010,511.130005,512.059998,512.059998,0
2012-09-24,511.299988,513.679993,509.739990,511.399994,511.399994,0
2012-09-25,510.420013,512.429993,507.339996,507.339996,507.339996,0
2012-09-26,503.000000,505.260010,502.250000,502.820007,502.820007,0
2012-09-27,501.959991,507.510010,501.959991,506.489990,506.489990,0
2012-09-28,504.579987,506.049988,501.149994,505.440002,505.440002,0
2012-10-01,503.640015,505.130005,495.100006,496.589996,496.589996,0
2012-10-02,499.950012,502.540009,499.329987,501.850006,501.850006,0
2012-10-03,503.290009,508.869995,503.290009,506.390015,506.390015,0
2012-10-04,505.239990,508.359985,502.559998,505.869995,505.869995,0
2012-10-05,503.929993,508.079987,503.859985,506.380005,506.380005,0
2012-10-08,505.230011,505.230011,502.059998,504.119995,504.119995,0
2012-10-09,503.899994,506.420013,502.760010,503.209991,503.209991,0
2012-10-10,501.929993,504.920013,501.220001,503.609985,503.609985,0
2012-10-11,504.170013,506.950012,504.170013,504.929993,504.929993,0
2012-10-12,503.589996,506.149994,501.859985,501.989990,501.989990,0
2012-10-15,501.799988,506.649994,500.709991,506.079987,506.079987,0
2012-10-16,507.170013,510.429993,507.170013,509.260010,509.260010,0
2012-10-17,509.420013,509.420013,505.970001,507.190002,507.190002,0
2012-10-18,508.640015,512.500000,508.350006,512.289978,512.289978,0
2012-10-19,513.640015,515.250000,509.029999,509.029999,509.029999,0
2012-10-22,509.209991,509.209991,504.109985,504.910004,504.910004,0
2012-10-23,506.859985,506.859985,498.619995,502.529999,502.529999,0
2012-10-24,502.390015,504.850006,500.609985,502.500000,502.500000,0
2012-10-25,502.130005,506.480011,495.440002,498.239990,498.239990,0
2012-10-26,499.920013,499.920013,493.649994,497.809998,497.809998,0
2012-10-29,496.420013,496.420013,496.420013,496.420013,496.420013,0
2012-10-30,496.420013,496.420013,496.420013,496.420013,496.420013,0
2012-10-31,496.420013,500.119995,496.420013,497.700012,497.700012,0
2012-11-01,501.679993,504.380005,499.970001,503.190002,503.190002,0
2012-11-02,502.790009,508.980011,502.790009,507.609985,507.609985,0
2012-11-05,505.609985,505.609985,499.200012,503.570007,503.570007,0
2012-11-06,502.649994,505.119995,501.100006,504.149994,504.149994,0
2012-11-07,504.329987,504.329987,500.130005,503.380005,503.380005,0
2012-11-08,502.320007,502.320007,498.299988,498.899994,498.899994,0
2012-11-09,496.109985,498.149994,492.940002,496.989990,496.989990,0
2012-11-12,494.730011,495.529999,491.980011,494.440002,494.440002,0
2012-11-13,493.970001,496.130005,491.529999,495.690002,495.690002,0
2012-11-14,493.420013,493.649994,486.359985,487.790009,487.790009,0
2012-11-15,483.380005,486.130005,478.230011,483.170013,483.170013,0
2012-11-16,480.519989,484.470001,478.190002,484.279999,484.279999,0
2012-11-19,484.399994,491.429993,484.399994,489.089996,489.089996,0
2012-11-20,490.429993,492.679993,487.929993,490.529999,490.529999,0
2012-11-21,493.209991,494.589996,490.359985,491.899994,491.899994,0
2012-11-22,492.709991,492.709991,492.709991,492.709991,492.709991,0
2012-11-23,492.709991,497.220001,492.709991,497.149994,497.149994,0
2012-11-26,497.149994,500.329987,494.959991,495.149994,495.149994,0
2012-11-27,497.570007,498.989990,491.059998,496.070007,496.070007,0
2012-11-28,495.010010,495.010010,489.420013,493.950012,493.950012,0
2012-11-29,494.410004,497.140015,493.299988,496.299988,496.299988,0
2012-11-30,496.910004,500.320007,496.910004,497.880005,497.880005,0
2012-12-03,498.730011,503.239990,498.730011,500.239990,500.239990,0
2012-12-04,500.570007,503.500000,499.649994,503.500000,503.500000,0
2012-12-05,501.049988,501.529999,496.970001,498.769989,498.769989,0
2012-12-06,498.959991,502.839996,498.959991,502.190002,502.190002,0
2012-12-07,503.660004,505.679993,503.630005,505.609985,505.609985,0
2012-12-10,505.609985,507.440002,504.899994,505.339996,505.339996,0
2012-12-11,505.450012,507.959991,505.450012,506.670013,506.670013,0
2012-12-12,506.470001,507.160004,503.200012,506.859985,506.859985,0
2012-12-13,505.559998,505.559998,499.839996,500.890015,500.890015,0
2012-12-14,501.250000,502.200012,500.250000,501.420013,501.420013,0
2012-12-17,501.350006,504.390015,501.350006,502.890015,502.890015,0
2012-12-18,504.570007,507.910004,504.570007,507.010010,507.010010,0
2012-12-19,509.070007,509.910004,508.529999,509.769989,509.769989,0
2012-12-20,507.809998,514.159973,507.809998,514.159973,514.159973,0
2012-12-21,515.010010,515.010010,511.859985,514.239990,514.239990,0
2012-12-24,513.140015,515.479980,511.529999,514.390015,514.390015,0
2012-12-27,511.260010,513.460022,506.850006,508.079987,508.079987,0
2012-12-28,512.580017,513.450012,509.230011,510.980011,510.980011,0
2012-12-31,508.559998,512.799988,507.250000,512.020020,512.020020,0
2013-01-02,514.429993,522.780029,514.429993,519.890015,519.890015,0
2013-01-03,521.700012,523.469971,519.979980,521.270020,521.270020,0
2013-01-04,521.020020,522.710022,520.599976,521.390015,521.390015,0
2013-01-07,523.270020,524.190002,521.979980,523.919983,523.919983,0
2013-01-08,524.409973,524.869995,522.010010,522.630005,522.630005,0
2013-01-09,523.619995,526.200012,523.619995,525.500000,525.500000,0
2013-01-10,525.849976,527.590027,524.880005,525.159973,525.159973,0
2013-01-11,526.679993,527.289978,524.229980,525.119995,525.119995,0
2013-01-14,526.559998,527.299988,525.919983,527.150024,527.150024,0
2013-01-15,527.599976,528.450012,525.940002,528.070007,528.070007,0
2013-01-16,530.380005,530.380005,527.640015,528.880005,528.880005,0
2013-01-17,529.140015,531.859985,529.140015,531.559998,531.559998,0
2013-01-18,530.820007,531.619995,530.119995,530.239990,530.239990,0
2013-01-21,532.900024,532.900024,532.900024,532.900024,532.900024,0
2013-01-22,532.900024,534.619995,532.619995,534.609985,534.609985,0
2013-01-23,536.090027,536.369995,534.729980,536.270020,536.270020,0
2013-01-24,535.979980,538.380005,535.479980,535.849976,535.849976,0
2013-01-25,537.200012,538.919983,536.520020,538.809998,538.809998,0
2013-01-28,539.809998,540.460022,537.489990,539.390015,539.390015,0
2013-01-29,539.760010,541.099976,539.250000,540.330017,540.330017,0
2013-01-30,541.039978,541.039978,535.109985,536.979980,536.979980,0
2013-01-31,535.700012,535.700012,530.950012,532.609985,532.609985,0
2013-02-01,532.299988,536.750000,532.299988,535.900024,535.900024,0
2013-02-04,535.349976,535.929993,533.210022,533.830017,533.830017,0
2013-02-05,534.200012,536.260010,533.190002,533.940002,533.940002,0
2013-02-06,533.619995,534.900024,531.830017,532.929993,532.929993,0
2013-02-07,534.679993,535.179993,531.229980,533.400024,533.400024,0
2013-02-08,532.320007,535.760010,532.320007,535.650024,535.650024,0
2013-02-11,537.109985,537.979980,536.590027,537.469971,537.469971,0
2013-02-12,536.039978,538.750000,535.419983,538.340027,538.340027,0
2013-02-13,540.789978,541.820007,539.280029,539.789978,539.789978,0
2013-02-14,539.710022,539.710022,537.219971,538.130005,538.130005,0
2013-02-15,537.650024,538.700012,536.429993,537.840027,537.840027,0
2013-02-18,538.890015,538.890015,538.890015,538.890015,538.890015,0
2013-02-19,538.890015,540.919983,538.890015,539.919983,539.919983,0
2013-02-20,542.320007,544.000000,541.549988,541.710022,541.710022,0
2013-02-21,538.320007,538.320007,532.880005,533.280029,533.280029,0
2013-02-22,533.820007,539.200012,533.820007,538.580017,538.580017,0
2013-02-25,539.359985,541.650024,533.380005,533.750000,533.750000,0
2013-02-26,529.390015,534.710022,529.390015,532.429993,532.429993,0
2013-02-27,533.969971,540.739990,533.049988,539.840027,539.840027,0
2013-02-28,538.469971,540.690002,537.469971,540.190002,540.190002,0
2013-03-01,537.760010,538.929993,533.859985,537.840027,537.840027,0
2013-03-04,540.320007,545.119995,539.770020,545.080017,545.080017,0
2013-03-05,544.270020,549.320007,544.270020,547.989990,547.989990,0
2013-03-06,548.479980,549.119995,544.799988,546.200012,546.200012,0
2013-03-07,546.390015,547.559998,544.150024,544.219971,544.219971,0
2013-03-08,543.979980,545.760010,541.219971,544.299988,544.299988,0
2013-03-11,544.469971,544.770020,542.210022,544.179993,544.179993,0
2013-03-12,545.140015,545.140015,541.679993,542.530029,542.530029,0
2013-03-13,542.469971,543.960022,540.640015,543.030029,543.030029,0
2013-03-14,542.849976,546.710022,542.849976,545.960022,545.960022,0
2013-03-15,546.429993,546.450012,543.400024,545.140015,545.140015,0
2013-03-18,546.830017,546.830017,542.489990,543.989990,543.989990,0
2013-03-19,543.789978,544.719971,538.150024,540.179993,540.179993,0
2013-03-20,541.099976,543.369995,541.099976,542.010010,542.010010,0
2013-03-21,543.700012,545.700012,542.359985,543.809998,543.809998,0
2013-03-22,541.789978,545.760010,541.789978,543.770020,543.770020,0
2013-03-25,545.049988,548.510010,544.539978,545.419983,545.419983,0
2013-03-26,545.169983,548.729980,545.169983,548.330017,548.330017,0
2013-03-27,548.630005,549.020020,545.469971,548.359985,548.359985,0
2013-03-28,549.169983,551.280029,548.020020,550.179993,550.179993,0
2013-04-02,552.909973,556.830017,552.909973,556.020020,556.020020,0
2013-04-03,555.270020,556.320007,551.440002,551.669983,551.669983,0
2013-04-04,552.609985,559.109985,552.609985,559.039978,559.039978,0
2013-04-05,560.989990,560.989990,554.799988,560.690002,560.690002,0
2013-04-08,562.219971,567.000000,559.969971,567.000000,567.000000,0
2013-04-09,568.400024,569.020020,564.820007,568.919983,568.919983,0
2013-04-10,567.780029,571.590027,567.780029,570.799988,570.799988,0
2013-04-11,571.299988,577.000000,571.299988,574.219971,574.219971,0
2013-04-12,574.880005,575.400024,572.950012,573.950012,573.950012,0
2013-04-15,575.979980,575.979980,567.330017,568.869995,568.869995,0
2013-04-16,563.669983,572.809998,563.219971,571.909973,571.909973,0
2013-04-17,573.059998,573.059998,562.090027,563.979980,563.979980,0
2013-04-18,566.010010,566.659973,562.929993,565.000000,565.000000,0
2013-04-19,565.369995,572.309998,565.369995,571.700012,571.700012,0
2013-04-22,574.150024,575.270020,570.330017,572.419983,572.419983,0
2013-04-23,573.419983,578.190002,573.419983,577.559998,577.559998,0
2013-04-24,577.190002,579.130005,575.940002,578.659973,578.659973,0
2013-04-25,578.570007,580.239990,574.309998,579.570007,579.570007,0
2013-04-26,577.590027,579.219971,575.049988,575.919983,575.919983,0
2013-04-29,575.289978,578.940002,575.289978,578.719971,578.719971,0
2013-04-30,579.450012,582.849976,578.539978,581.969971,581.969971,0
2013-05-01,585.659973,585.919983,581.450012,582.869995,582.869995,0
2013-05-02,580.919983,586.190002,580.919983,584.869995,584.869995,0
2013-05-03,584.619995,589.099976,584.619995,586.619995,586.619995,0
2013-05-07,589.369995,592.450012,588.429993,592.280029,592.280029,0
2013-05-08,592.619995,593.840027,590.280029,591.169983,591.169983,0
2013-05-09,593.119995,593.190002,588.650024,590.400024,590.400024,0
2013-05-10,588.809998,590.890015,588.539978,590.130005,590.130005,0
2013-05-13,590.820007,593.320007,590.059998,592.590027,592.590027,0
2013-05-14,593.159973,596.969971,593.159973,595.169983,595.169983,0
2013-05-15,596.179993,599.940002,593.140015,597.280029,597.280029,0
2013-05-16,600.890015,602.190002,598.770020,598.770020,598.770020,0
2013-05-17,597.570007,601.200012,597.570007,598.849976,598.849976,0
2013-05-20,601.750000,603.109985,600.299988,601.919983,601.919983,0
2013-05-21,602.460022,607.289978,602.460022,606.820007,606.820007,0
2013-05-22,606.289978,611.380005,592.700012,593.539978,593.539978,0
2013-05-23,591.010010,591.010010,578.070007,580.789978,580.789978,0
2013-05-24,581.400024,581.400024,573.700012,578.080017,578.080017,0
2013-05-28,579.700012,587.179993,575.830017,575.830017,575.830017,0
2013-05-29,574.760010,574.760010,556.030029,562.090027,562.090027,0
2013-05-30,562.099976,565.440002,557.119995,558.690002,558.690002,0
2013-05-31,556.260010,559.280029,551.919983,553.359985,553.359985,0
2013-06-03,549.619995,555.020020,545.890015,551.750000,551.750000,0
2013-06-04,552.380005,553.940002,546.169983,546.869995,546.869995,0
2013-06-05,544.690002,545.969971,538.200012,540.770020,540.770020,0
2013-06-06,539.380005,545.840027,536.369995,543.979980,543.979980,0
2013-06-07,549.030029,550.849976,541.140015,542.789978,542.789978,0
2013-06-10,548.450012,549.530029,542.469971,543.359985,543.359985,0
2013-06-11,543.650024,543.650024,535.250000,537.429993,537.429993,0
2013-06-12,535.650024,537.750000,530.000000,530.020020,530.020020,0
2013-06-13,527.409973,536.200012,526.429993,535.869995,535.869995,0
2013-06-14,541.400024,549.510010,540.530029,544.190002,544.190002,0
2013-06-17,543.539978,549.859985,541.530029,543.510010,543.510010,0
2013-06-18,545.000000,550.460022,542.840027,549.500000,549.500000,0
2013-06-19,547.309998,548.090027,538.020020,538.020020,538.020020,0
2013-06-20,529.979980,529.979980,514.500000,515.039978,515.039978,0
2013-06-21,508.309998,516.719971,506.589996,513.650024,513.650024,0
2013-06-24,515.590027,523.219971,502.329987,519.710022,519.710022,0
2013-06-25,512.489990,521.270020,512.489990,519.969971,519.969971,0
2013-06-26,521.739990,529.369995,521.739990,527.400024,527.400024,0
2013-06-27,527.750000,538.469971,527.750000,537.039978,537.039978,0
2013-06-28,538.150024,539.429993,532.359985,538.820007,538.820007,0
2013-07-01,535.200012,539.570007,532.929993,534.119995,534.119995,0
2013-07-02,532.840027,541.349976,532.690002,537.950012,537.950012,0
2013-07-03,540.679993,540.679993,531.140015,536.200012,536.200012,0
2013-07-04,536.200012,536.200012,536.200012,536.200012,536.200012,0
2013-07-05,536.200012,537.789978,524.049988,530.739990,530.739990,0
2013-07-08,535.059998,540.250000,535.059998,536.619995,536.619995,0
2013-07-09,535.789978,535.789978,535.789978,535.789978,535.789978,0
2013-07-10,543.340027,545.309998,539.859985,544.440002,544.440002,0
2013-07-11,544.049988,558.000000,544.049988,557.609985,557.609985,0
2013-07-12,557.609985,558.380005,552.469971,555.450012,555.450012,0
2013-07-15,555.210022,557.270020,553.150024,555.400024,555.400024,0
2013-07-16,556.219971,558.119995,554.940002,555.590027,555.590027,0
2013-07-17,555.799988,558.799988,554.469971,558.080017,558.080017,0
2013-07-18,557.789978,562.789978,557.789978,562.320007,562.320007,0
2013-07-19,562.729980,563.070007,559.859985,562.450012,562.450012,0
2013-07-22,561.900024,564.070007,560.780029,562.549988,562.549988,0
2013-07-23,563.710022,564.900024,561.039978,563.830017,563.830017,0
2013-07-24,563.169983,563.619995,548.710022,551.179993,551.179993,0
2013-07-25,551.919983,552.710022,548.940002,551.919983,551.919983,0
2013-07-26,552.830017,553.710022,548.859985,552.000000,552.000000,0
2013-07-29,553.320007,553.659973,548.119995,549.409973,549.409973,0
2013-07-30,548.630005,553.500000,545.840027,547.349976,547.349976,0
2013-07-31,547.349976,548.549988,534.820007,538.830017,538.830017,0
2013-08-01,538.830017,542.280029,535.940002,536.679993,536.679993,0
2013-08-02,536.679993,538.840027,533.619995,533.989990,533.989990,0
2013-08-05,533.989990,535.340027,531.919983,533.489990,533.489990,0
2013-08-06,533.489990,535.229980,530.460022,531.429993,531.429993,0
2013-08-07,531.429993,531.429993,527.200012,529.179993,529.179993,0
2013-08-08,529.179993,530.979980,526.330017,528.770020,528.770020,0
2013-08-09,528.770020,536.789978,528.090027,534.090027,534.090027,0
2013-08-12,534.090027,534.090027,527.770020,529.940002,529.940002,0
2013-08-13,529.940002,529.940002,521.250000,522.479980,522.479980,0
2013-08-14,522.479980,523.369995,520.650024,521.299988,521.299988,0
2013-08-15,521.299988,521.299988,509.660004,511.269989,511.269989,0
2013-08-16,511.269989,511.269989,499.070007,499.350006,499.350006,0
2013-08-19,499.350006,499.500000,493.140015,493.239990,493.239990,0
2013-08-20,493.239990,506.209991,493.239990,504.059998,504.059998,0
2013-08-21,504.059998,510.570007,497.420013,503.230011,503.230011,0
2013-08-22,503.230011,505.980011,500.470001,505.619995,505.619995,0
2013-08-23,505.619995,511.450012,504.660004,511.390015,511.390015,0
2013-08-27,509.880005,510.079987,505.049988,507.549988,507.549988,0
2013-08-28,507.549988,507.549988,503.709991,504.750000,504.750000,0
2013-08-29,504.750000,505.410004,501.029999,505.410004,505.410004,0
