Price Probability_Density
10.0 0.0013295545235814021
10.100502512562814 0.0014547610622912934
10.201005025125628 0.0015903121666036163
10.301507537688442 0.0017369139030813591
10.402010050251256 0.0018953062653128644
10.50251256281407 0.002066263489393358
10.603015075376884 0.0022505942357842422
10.703517587939698 0.002449141624335205
10.804020100502512 0.002662783109031347
10.904522613065327 0.0028924301788865446
11.00502512562814 0.0031390278713535925
11.105527638190955 0.0034035540846699608
11.206030150753769 0.003687018675713243
11.306532663316583 0.003990462330210705
11.407035175879397 0.004314955192540415
11.507537688442211 0.004661595242883796
11.608040201005025 0.0050315064101483006
11.708542713567839 0.005425836409879124
11.809045226130653 0.0058457542973256735
11.909547738693467 0.006292447726925754
12.010050251256281 0.006767119910720255
12.110552763819095 0.007270986269615763
12.21105527638191 0.0078052707729712985
12.311557788944723 0.008371201963697499
12.412060301507537 0.00897000866791898
12.512562814070352 0.009602915390258404
12.613065326633166 0.01027113739794862
12.71356783919598 0.010975875499258018
12.814070351758794 0.011718310524115086
12.914572864321608 0.01249959751732891
13.015075376884422 0.013320859657409314
13.115577889447236 0.014183181916678948
13.21608040201005 0.015087604481121732
13.316582914572864 0.016035115951209385
13.417085427135678 0.01702664634776947
13.517587939698492 0.01806305994978212
13.618090452261306 0.019145147993794975
13.71859296482412 0.020273621267401842
13.819095477386934 0.021449102631913793
13.919597989949748 0.022672119511935117
14.020100502512562 0.023943096392013034
14.120603015075378 0.025262347362830846
14.22110552763819 0.026630068761530633
14.321608040201006 0.028046331952657117
14.422110552763819 0.029511076297876516
14.522613065326635 0.031024102364023184
14.623115577889447 0.03258506542012634
14.723618090452263 0.03419346927485573
14.824120603015075 0.03584866050626282
14.92462311557789 0.03754982313577484
15.025125628140703 0.03929597379808988
15.125628140703519 0.04108595745791958
15.226130653266331 0.04291844372340472
15.326633165829147 0.04479192380449089
15.42713567839196 0.046704708162575846
15.527638190954775 0.04865492489533847
15.628140703517587 0.05064051889781626
15.728643216080403 0.05265925183753521
15.829145728643216 0.05470870297780414
15.929648241206031 0.05678627087919601
16.030150753768844 0.0588891760047508
16.13065326633166 0.061014464249587945
16.231155778894472 0.06315901141041816
16.331658291457288 0.06531952860494514
16.4321608040201 0.06749256864535944
16.532663316582916 0.0696745333641108
16.633165829145728 0.07186168188391873
16.733668341708544 0.07405013981761395
16.834170854271356 0.0762359093769186
16.934673366834172 0.07841488036274386
17.035175879396984 0.08058284200304255
17.1356783919598 0.0827354955977733
17.236180904522612 0.0848684679241492
17.33668341708543 0.08697732534913344
17.43718592964824 0.08905758859014194
17.537688442211056 0.09110474805919548
17.63819095477387 0.09311427972036493
17.738693467336685 0.09508166138534656
17.839195979899497 0.09700238936741977
17.939698492462313 0.0988719954099467
18.040201005025125 0.10068606380199419
18.14070351758794 0.10244024859065679
18.241206030150757 0.10413029079725025
18.34170854271357 0.10575203554277918
18.44221105527638 0.10730144898697004
18.542713567839197 0.10877463498473504
18.643216080402013 0.11016785136420189
18.743718592964825 0.1114775257314199
18.844221105527637 0.11270027070853685
18.944723618090453 0.11383289851462942
19.04522613065327 0.11487243480145423
19.14572864321608 0.1158161316601462
19.246231155778894 0.11666147971930722
19.34673366834171 0.11740621925996744
19.447236180904525 0.11804835027853239
19.547738693467338 0.11858614143500767
19.64824120603015 0.11901813783047353
19.748743718592966 0.11934316756491334
19.84924623115578 0.11956034703402753
19.949748743718594 0.11966908493152581
20.050251256281406 0.11966908493152581
20.150753768844222 0.11956034703402753
20.251256281407038 0.11934316756491332
20.35175879396985 0.11901813783047353
20.452261306532662 0.11858614143500767
20.55276381909548 0.11804835027853236
20.653266331658294 0.11740621925996741
20.753768844221106 0.11666147971930722
20.85427135678392 0.1158161316601462
20.954773869346734 0.1148724348014542
21.05527638190955 0.11383289851462941
21.155778894472363 0.11270027070853685
21.256281407035175 0.1114775257314199
21.35678391959799 0.11016785136420183
21.457286432160807 0.108774634984735
21.55778894472362 0.10730144898697004
21.65829145728643 0.10575203554277918
21.758793969849247 0.1041302907972502
21.859296482412063 0.10244024859065672
21.959798994974875 0.10068606380199419
22.060301507537687 0.0988719954099467
22.160804020100503 0.09700238936741977
22.26130653266332 0.09508166138534647
22.36180904522613 0.09311427972036493
22.462311557788944 0.09110474805919548
22.56281407035176 0.08905758859014194
22.663316582914575 0.08697732534913337
22.763819095477388 0.0848684679241492
22.8643216080402 0.0827354955977733
22.964824120603016 0.08058284200304255
23.06532663316583 0.07841488036274379
23.165829145728644 0.0762359093769186
23.266331658291456 0.07405013981761395
23.366834170854272 0.07186168188391873
23.467336683417088 0.06967453336411071
23.5678391959799 0.06749256864535944
23.668341708542712 0.06531952860494514
23.768844221105528 0.06315901141041816
23.869346733668344 0.061014464249587855
23.969849246231156 0.0588891760047508
24.07035175879397 0.05678627087919601
24.170854271356784 0.05470870297780414
24.2713567839196 0.052659251837535156
24.371859296482413 0.05064051889781626
24.472361809045225 0.04865492489533847
24.57286432160804 0.046704708162575846
24.673366834170857 0.044791923804490826
24.77386934673367 0.04291844372340472
24.87437185929648 0.04108595745791958
24.974874371859297 0.03929597379808988
25.075376884422113 0.0375498231357748
25.175879396984925 0.03584866050626282
25.276381909547737 0.03419346927485573
25.376884422110553 0.03258506542012634
25.47738693467337 0.03102410236402313
25.57788944723618 0.029511076297876516
25.678391959798994 0.028046331952657117
25.77889447236181 0.026630068761530633
25.879396984924625 0.025262347362830798
25.979899497487438 0.023943096392013034
26.080402010050253 0.022672119511935093
26.180904522613066 0.021449102631913793
26.28140703517588 0.020273621267401825
